seq,name,uscc,pdf_page,tier,track,form,reg_authority,origin,vintage,seed_kw,ocean_kw,support_kw,exclude_kw,holding_kw,anchor_kw,state_kw,risk_flags,score
2104,三亚双农农资有限公司,91460200687275018T,47,C 支撑/泛赛道-备选,泛农业经营,独立法人,三亚市/区登记,本地(三亚),旧版(2015前),,,,,,,,,34
2105,三亚双帆石渔业科技有限公司,91460000MAD2EW399W,47,A 核心赛道-优先访谈,深海海洋,独立法人,海南省级登记,本地(省级),MAD,,渔业,,,,,,,64
2106,三亚双发建筑安装工程有限公司,91460200MA5RC1W61G,47,E 非目标/对照组池,非目标,独立法人,三亚市/区登记,本地(三亚),MA5,,,,建筑,,,,,16
2107,三亚双辰贸易有限公司,91460000MAEL3HCG1E,47,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,贸易,,,,,16
2108,三亚双倍增咨询合伙企业（有限合伙）,91460000MAG1QRLH51,47,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAG,,,,咨询,,,,合伙企业(常为持股/通道载体),-6
2109,三亚束维生物科技有限公司,91460000MAEMTUP874,47,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
2110,三亚数智伙伴企业管理有限公司,91460000MA7N8FK29J,47,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,企业管理,,,,,16
2111,三亚数盈信息技术有限公司,914601003942979184,47,D 名称无行业信号,泛科技无行业信号,独立法人,海口登记,省内迁入/外设,旧版(2015前),,,,,,,,,10
2112,三亚数盒科技有限公司,91460100MA5TKMKN7L,47,F 批量注册特征-单独成组,批量注册特征,独立法人,海口登记,省内迁入/外设,MA5,,,,,,,,,10
2113,三亚黍禾科技有限公司,91460000MAETFRF93L,47,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
2114,三亚蜀鹿国际贸易有限公司,91460000MAEXB95RX2,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,贸易,,,,,16
2115,三亚蜀华环保咨询有限公司,91460000MAE7D6X65D,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,咨询,,,,,16
2116,三亚舒薇女装有限公司,91460000MA5TJKN58U,48,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2117,三亚舒畅纯科技有限公司,91460000MAC138CW6U,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,16
2118,三亚寿氏企业管理有限公司,91460108MACH7JN6XE,48,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAC,,,,企业管理,,,,,10
2119,三亚首晰循网络科技有限公司,91460000MA5TF63C82,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2120,三亚首衡农产品有限公司,91469036MA5TH4AH9P,48,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,,,,,,28
2121,三亚守正企业管理有限公司,91460000MADYXQJQ6P,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,企业管理,,,,,16
2122,三亚释行达国际投资有限公司,91460000MAEFKHMX1X,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
2123,三亚适存科技有限公司,91469001MAA959MB57,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南其他市县登记,省内迁入/外设,MAA,,,,,,,,,10
2124,三亚市左璇弦网络科技有限公司,91460000MA7KUFQ24T,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2125,三亚市佐将信息咨询有限公司,91460000MA7HUY9N7T,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2126,三亚市尊堂文化传媒有限公司,91460000MA7HFJDYXA,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2127,三亚市祖昆灰网络科技有限公司,91460000MAA99TG110,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2128,三亚市祖晖昭网络科技有限公司,91460000MA7J9LP96Q,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2129,三亚市宗湛夏信息科技有限责任公司,91460000MA7LK4C80M,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2130,三亚市宗欣网络科技有限公司,91460000MA7J2E8N5C,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2131,三亚市自奋文化传媒有限公司,91460000MA7JQTRMX7,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2132,三亚市紫珍网络科技有限公司,91460000MA5TE59U5B,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2133,三亚市梓勇网络科技有限公司,91460000MA7LFKC601,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2134,三亚市梓琦网络科技有限公司,91460000MA5TF7LE16,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2135,三亚市梓凡网络科技有限公司,91460000MA7LBE154T,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2136,三亚市子寄网络科技有限公司,91460000MA7K1JPM45,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2137,三亚市子弟家政服务有限公司,91460000MAD6YPH32J,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,家政|服务有限公司,,,,,16
2138,三亚市姊妍商务信息咨询有限公司,91469007MA5TGUX79P,48,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MA5,,,,咨询,,,,,10
2139,三亚市资储信息科技有限公司,91460000MA7KK3K02H,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2140,三亚市姿淑文化传媒有限公司,91460000MA7HLTLM2M,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2141,三亚市卓熹投资有限责任公司,91469002MAD40U1966,48,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,,投资,,,纯投资/控股载体,-2
2142,三亚市卓圣通科技有限公司,91460000MAE81H925W,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
2143,三亚市卓帛诗信息咨询有限公司,91460000MA7HAHY960,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2144,三亚市追响网络科技有限公司,91460000MA7HXL2T2Y,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2145,三亚市庄京居网络科技有限公司,91460000MA5TDX4C7B,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2146,三亚市庄祜杞电子商务有限公司,91460000MA7KB5EW2J,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2147,三亚市祝腾网络科技有限公司,91460000MA7LPCNQ7D,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2148,三亚市祝琼网络科技有限公司,91460000MA5TF7L90X,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2149,三亚市伫看网络科技有限公司,91460000MA7H5WJJ6X,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2150,三亚市诸乘钰网络科技有限公司,91460000MA7L11ED2B,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2151,三亚市珠章信息科技有限公司,91460000MA7HAJ1Y68,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2152,三亚市珠林信息咨询有限公司,91460000MA7H7FBE9W,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2153,三亚市朱云网络科技有限公司,91460000MA7JLBHBX4,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2154,三亚市朱锐航网络科技有限公司,91460000MA7L4G5Q9W,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2155,三亚市侏张文化传媒有限公司,91460000MA7J5MRH5H,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2156,三亚市肘先电子商务有限公司,91460000MA7H55JG8U,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2157,三亚市肘击电子商务有限公司,91460000MA7HT6F3X8,48,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2158,三亚市周春翠网络科技有限公司,91460000MAA99RH98C,48,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2159,三亚市周诚洁信息科技有限公司,91460000MA7KF5QM9Q,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2160,三亚市重运化网络科技有限公司,91460000MA7FUE2M8C,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2161,三亚市重数文化传媒有限公司,91460000MA7JJCJR5M,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2162,三亚市重升网络科技有限公司,91460000MA7J4JBW2N,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2163,三亚市重罗网络科技有限公司,91460000MA7GFD7U1P,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2164,三亚市众博图文广告有限公司,91460000MAA9305R23,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,广告,,,,,16
2165,三亚市仲泽祥文化传媒有限公司,91460000MA7J5EUE8G,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2166,三亚市仲娅雅电子商务有限公司,91460000MA7JP94Y10,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2167,三亚市仲怜凡信息科技有限责任公司,91460000MA7L06CF4L,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2168,三亚市仲安为网络科技有限公司,91460000MA7H0JP496,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2169,三亚市终晓彤电子商务有限公司,91460000MA7K4GYBXQ,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2170,三亚市终涵蕾网络科技有限公司,91460000MA7HRL4L7L,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2171,三亚市中淏投资咨询有限责任公司,91460108MADLWUEG6M,49,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,咨询,投资,,,纯投资/控股载体,-2
2172,三亚市致候文化传媒有限公司,91460000MA7J5EUF6B,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2173,三亚市致道产业咨询合伙企业（有限合伙）,91460000MACWGG1M57,49,E 非目标/对照组池,非目标,合伙企业,海南省级登记,本地(省级),MAC,,,,咨询,,,,合伙企业(常为持股/通道载体),-6
2174,三亚市至治文化传媒有限公司,91460000MA7KB8X26Y,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2175,三亚市至服信息科技有限公司,91460000MA7JJC9196,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2176,三亚市置杭置网络科技有限公司,91460000MA5TDYEPXT,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2177,三亚市智诊医榜科技有限公司,91460000MAA97D349L,49,D 名称无行业信号,泛科技无行业信号,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2178,三亚市智腾云科技有限公司,91460000MAA93UYK1T,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2179,三亚市志车伟信息咨询有限公司,91460000MA7JWQGR5E,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2180,三亚市芷文信息科技有限公司,91460000MA7J2YPT7F,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2181,三亚市芷柔璇商务咨询有限公司,91460000MA5TF4MX52,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,咨询,,,,,16
2182,三亚市旨信文化传媒有限公司,91460000MA7HKDNP07,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2183,三亚市只今网络科技有限公司,91460000MA7GWHD83X,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2184,三亚市直下文化传媒有限公司,91460000MA7KAAEA06,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2185,三亚市栀禧网络科技有限公司,91460000MA7LBWL777,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2186,三亚市支值网络科技有限公司,91460000MA7JBDK508,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2187,三亚市支韵金文化传媒有限公司,91460000MA7J5XXA6X,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2188,三亚市支腾芝电子商务有限公司,91460000MA7KE13R7T,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2189,三亚市之如受网络科技有限责任公司,91460000MA7KJ44Q0E,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2190,三亚市正政淑电子商务有限公司,91460000MA7KAK1R49,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2191,三亚市正尘信息科技有限公司,91460000MA7J3GPU1G,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2192,三亚市正宾电子商务有限公司,91460000MA7HE8GB5D,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2193,三亚市政工程设计研究有限公司,91460000MAE993P07U,49,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
2194,三亚市钲岷置网络科技有限公司,91460000MA5TDYF36L,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2195,三亚市震响网络科技有限公司,91460000MA7J76G97F,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2196,三亚市真鲸农业科技有限公司,91460106MA5TX98AXB,49,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MA5,农业科技,,,,,,,,60
2197,三亚市甄孤萍网络科技有限公司,91460000MA7H5RET2D,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2198,三亚市哲漫网络科技有限公司,91460000MA7KH6FN0H,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2199,三亚市哲金网络科技有限公司,91460000MA7K5WAR70,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2200,三亚市赵晓寒信息咨询有限公司,91460000MA7J3002X7,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2201,三亚市赵权欣信息咨询有限公司,91460000MA7HTM4E31,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2202,三亚市赵嘉柏电子商务有限公司,91460000MA7J5YKG5F,49,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2203,三亚市召以驰科技有限责任公司,91460000MA7K0WJA8A,49,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2204,三亚市兆晓子信息咨询有限公司,91460000MA7JWQFR95,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2205,三亚市沼吴网络科技有限公司,91460000MA7GNYY173,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2206,三亚市章升昕网络科技有限公司,91460000MA7L48P95D,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2207,三亚市章密信息科技有限公司,91460000MA7KEYD85D,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2208,三亚市章翱克网络科技有限公司,91460000MA7L942875,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2209,三亚市张燕磊废品回收场（个人独资）,91460000MADDX8CT8E,50,D 名称无行业信号,待判定,个人独资,海南省级登记,本地(省级),MAD,,,,,,,,个人独资(常为持股/通道载体),-6
2210,三亚市张婷宇网络科技有限公司,91460000MA7FAU0C82,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2211,三亚市张畅文网络科技有限公司,91460000MA7G6XA35A,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2212,三亚市詹雪枫文化传媒有限公司,91460000MA7JQNBR2B,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2213,三亚市詹袖听信息咨询有限公司,91460000MA7JJC9HXL,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2214,三亚市泽聂网络科技有限公司,91460000MA7KH6CJ98,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2215,三亚市昝月曦信息咨询有限公司,91460000MA7JJBNFX5,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2216,三亚市载跋翰网络科技有限责任公司,91460000MA7JAKH550,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2217,三亚市宰依童网络科技有限公司,91460000MA7GP8G55A,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2218,三亚市宰禧邦网络科技有限公司,91460000MA7J7R8G0W,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2219,三亚市韵勇网络科技有限公司,91460000MA7J2FLK6P,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2220,三亚市韵熙卡商贸有限公司,91460000MACE8C8F1D,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,商贸,,,,,16
2221,三亚市韵墨文化传媒有限公司,91460000MA7J5EQB8C,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2222,三亚市云周一网络科技有限公司,91460000MA5TGDW41C,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2223,三亚市云若尘商务咨询有限公司,91460000MA5TEENK74,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,咨询,,,,,16
2224,三亚市云晴美网络科技有限公司,91460000MA7GP8FAX4,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2225,三亚市云晴梅网络科技有限公司,91460000MA7GP8FJ3U,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2226,三亚市云磐人工智能应用软件合伙企业（有限合伙）,91460000MAEU2TJ863,50,E 非目标/对照组池,科技配套,合伙企业,海南省级登记,本地(省级),MAE,,,人工智能|软件,,,,,合伙企业(常为持股/通道载体),19
2227,三亚市云觅尤网络科技有限责任公司,91460000MA7L476326,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2228,三亚市云海置业有限公司,91469031MADPWH6A4Y,50,E 非目标/对照组池,非目标,独立法人,海南其他市县登记,省内迁入/外设,MAD,,,,置业,,,,,10
2229,三亚市云初传媒有限公司,91460108MADW51E763,50,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,传媒,,,,,10
2230,三亚市阅具文化传媒有限公司,91460000MA7KAAFJ04,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2231,三亚市越弦乘网络科技有限公司,91460000MA7LT4L794,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2232,三亚市越栋洲文化传媒有限公司,91460000MA7HKDK23R,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2233,三亚市月璟网络科技有限公司,91460000MA7KH6D264,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2234,三亚市悦途融创旅游服务有限责任公司,91460000MAETR9CT42,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,旅游,,,,,16
2235,三亚市悦仁商贸有限公司,91460000MACFA61H97,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,商贸,,,,,16
2236,三亚市远诗琪网络科技有限公司,91460000MA5TFCG33E,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2237,三亚市远茂电站设备有限责任公司,91460000MA5TYMAM1X,50,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2238,三亚市袁盛祥网络科技有限公司,91460000MA7K11R242,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2239,三亚市缘味餐饮管理有限责任公司,91460000MA5TJ2J450,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,餐饮,,,,,16
2240,三亚市原始未来公关策划有限公司,91460000MAEBQD0C8A,50,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
2241,三亚市原克网络科技有限公司,91460000MA7JAKPD1X,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2242,三亚市元能万合投资合伙企业（有限合伙）,91469036MABW04C463,50,E 非目标/对照组池,非目标,合伙企业,海南其他市县登记,省内迁入/外设,MA其他,,,,,投资,,,合伙企业(常为持股/通道载体); 纯投资/控股载体,-24
2243,三亚市钰鑫农业科技有限公司,91460108MACCJR1G4Y,50,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MAC,农业科技,,,,,,,,60
2244,三亚市郁寅梁网络科技有限公司,91460000MA7KKBRD54,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2245,三亚市郁韦网络科技有限公司,91460000MA7LBW4365,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2246,三亚市郁妮柔电子商务有限公司,91460000MA7JQHXF8M,50,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2247,三亚市郁安网络科技有限公司,91460000MA7JBDHJ6W,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2248,三亚市谕倘网络科技有限公司,91460000MADKX2X20H,50,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAD,,,,,,,,,16
2249,三亚市誉珏甄选贸易有限公司,91460000MAE24GHY6T,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,贸易,,,,,16
2250,三亚市育芯农业有限公司,91460000MAK1G2CT0U,51,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAK,,,,,,,,,34
2251,三亚市玉涵月网络科技有限责任公司,91460000MA7LBL2K24,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2252,三亚市煜烽琦建筑工程有限公司,91460107MADWUEAL7N,51,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MAD,,,,建筑,,,,,10
2253,三亚市煜沣农业科技有限公司,91460106MADM19N23X,51,A 核心赛道-优先访谈,南繁种业,独立法人,海口登记,省内迁入/外设,MAD,农业科技,,,,,,,,60
2254,三亚市愈栾邗网络科技有限责任公司,91460000MA7JAK5Q00,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2255,三亚市雨竹尔网络科技有限责任公司,91460000MA7J5CWX0E,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2256,三亚市雨彤网络科技有限公司,91460000MA5TE59XXP,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2257,三亚市雨诺商务信息咨询有限公司,91460100MA5TGW5GXE,51,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,咨询,,,,,10
2258,三亚市语紫网络科技有限公司,91460000MA7GCP710T,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2259,三亚市语风产品研发工作室（个人独资）,91460000MAETHB8G3E,51,D 名称无行业信号,待判定,个人独资,海南省级登记,本地(省级),MAE,,,,,,,,个人独资(常为持股/通道载体),-6
